x,y,time,TAG,res_time
650116.922987833,5902642.98391949,2020-08-22T15:17:30Z,31001001060,6841.34685377677
650097.651262335,5902650.16458833,2020-08-22T15:18:00Z,31001001060,6779.81081247727
650056.649869191,5902615.88064087,2020-08-22T15:18:30Z,31001001060,6707.80244823694
650053.037137364,5902564.0528994,2020-08-22T15:19:00Z,31001001060,6479.27653707663
650053.037137364,5902534.56598704,2020-08-22T15:19:30Z,31001001060,2771.26104894876
650053.037137364,5902478.14310941,2020-08-22T15:20:30Z,31001001060,20.6331522544225
650086.667435369,5902437.13511546,2020-08-22T15:21:00Z,31001001060,20.8176713784536
650095.520924962,5902408.3286855,2020-08-22T15:21:30Z,31001001060,16.4989900509516
650109.947930718,5902374.14667043,2020-08-22T15:22:00Z,31001001060,15.5398040771484
650115.579963987,5902320.23480197,2020-08-22T15:22:30Z,31001001060,14.8780769864718
650131.544442534,5902279.96196602,2020-08-22T15:23:00Z,31001001060,13.7650233189265
650142.752519274,5902245.00607897,2020-08-22T15:23:30Z,31001001060,17.4681152582169
650157.159049942,5902138.30112516,2020-08-22T15:27:00Z,31001001060,20.6010363936424
650170.582260697,5902138.30112516,2020-08-22T15:27:30Z,31001001060,19.6426780502001
650170.582260697,5902137.10592658,2020-08-22T15:28:30Z,31001001060,19.6442322731018
650142.694667228,5902050.63379847,2020-08-22T15:31:00Z,31001001060,17.632551753521
650144.161148475,5902041.60470554,2020-08-22T15:31:30Z,31001001060,17.2081816593806
650147.93570558,5902047.25002529,2020-08-22T15:32:00Z,31001001060,17.4301591674487
650147.270292273,5902047.48143855,2020-08-22T15:35:30Z,31001001060,17.4544967293739
650145.003765269,5902047.18984054,2020-08-22T15:36:00Z,31001001060,17.5165792544683
650144.849540307,5902047.22643176,2020-08-22T15:36:30Z,31001001060,17.5214706540108
650146.545790319,5902044.07242715,2020-08-22T15:37:00Z,31001001060,17.4230622410774
650147.801603681,5902047.25915119,2020-08-22T15:37:30Z,31001001060,17.434520637989
650149.523382241,5902052.0962737,2020-08-22T15:38:00Z,31001001060,17.4538838148117
650148.105815461,5902047.06183498,2020-08-22T15:38:30Z,31001001060,17.4218382398287
650148.147661845,5902048.05834847,2020-08-22T15:39:00Z,31001001060,17.4360589822133
650148.123357318,5902047.69625388,2020-08-22T15:39:30Z,31001001060,17.4311828017235
650147.050812203,5902047.0963537,2020-08-22T15:40:00Z,31001001060,17.4551958759626
650139.92216031,5902039.53353327,2020-08-22T15:40:30Z,31001001060,15.9696175018946
650112.13325912,5902026.65071201,2020-08-22T15:41:00Z,31001001060,77.4223782976469
650093.782205804,5902005.7820117,2020-08-22T15:41:30Z,31001001060,76.4837511777878
650084.802338878,5901976.33576211,2020-08-22T15:42:00Z,31001001060,75.3052814443906
650085.853391705,5901947.08540679,2020-08-22T15:42:30Z,31001001060,65.1156926115354
650081.696714817,5901930.80698656,2020-08-22T15:43:00Z,31001001060,64.5230080286662
650080.364085688,5901938.95768508,2020-08-22T15:43:30Z,31001001060,64.796178706487
650079.456574242,5901936.38205591,2020-08-22T15:44:00Z,31001001060,64.6998360395432
650081.915854752,5901936.73852295,2020-08-22T15:44:30Z,31001001060,64.7346303780874
650082.250242562,5901936.23852179,2020-08-22T15:45:00Z,31001001060,64.7201786200206
650083.65883844,5901937.41374206,2020-08-22T15:45:30Z,31001001060,64.7733550786972
650083.010085907,5901936.52439955,2020-08-22T15:46:00Z,31001001060,64.7367706219355
650084.010057408,5901937.15631869,2020-08-22T15:46:30Z,31001001060,64.7674090186755
